2025-02-22 ; Mat og drikke ; 0.0 ; 2000.0
2025-03-01 ; Mat og drikke ; 0.0 ; 2000.0
2025-03-08 ; Mat og drikke ; 0.0 ; 2000.0
2025-03-12 ; Lønn, Kjell ; 45000.0 ; 0.0
2025-03-15 ; Mat og drikke ; 0.0 ; 2000.0
2025-03-19 ; Klær og sko ; 0.0 ; 2000.0
2025-03-19 ; Lek og mediebruk ; 0.0 ; 2060.0
2025-03-19 ; Personlig pleie ; 0.0 ; 1690.0
2025-03-22 ; Mat og drikke ; 0.0 ; 2000.0
2025-03-29 ; Mat og drikke ; 0.0 ; 2000.0
2025-04-05 ; Mat og drikke ; 0.0 ; 2000.0
2025-04-12 ; Lønn, Kjell ; 45000.0 ; 0.0
2025-04-12 ; Mat og drikke ; 0.0 ; 2000.0
2025-04-19 ; Klær og sko ; 0.0 ; 2000.0
2025-04-19 ; Lek og mediebruk ; 0.0 ; 2060.0
2025-04-19 ; Mat og drikke ; 0.0 ; 2000.0
2025-04-19 ; Personlig pleie ; 0.0 ; 1690.0
2025-04-20 ; Strøm, havna ; 0.0 ; 2500.0
2025-04-26 ; Mat og drikke ; 0.0 ; 2000.0
2025-05-03 ; Mat og drikke ; 0.0 ; 2000.0
2025-05-10 ; Mat og drikke ; 0.0 ; 2000.0
2025-05-12 ; Lønn, Kjell ; 45000.0 ; 0.0
2025-05-17 ; Mat og drikke ; 0.0 ; 2000.0
2025-05-19 ; Klær og sko ; 0.0 ; 2000.0
2025-05-19 ; Lek og mediebruk ; 0.0 ; 2060.0
2025-05-19 ; Personlig pleie ; 0.0 ; 1690.0
2025-05-24 ; Mat og drikke ; 0.0 ; 2000.0
2025-05-31 ; Mat og drikke ; 0.0 ; 2000.0
2025-06-07 ; Mat og drikke ; 0.0 ; 2000.0
2025-06-12 ; Lønn, Kjell ; 60000.0 ; 0.0
2025-06-14 ; Mat og drikke ; 0.0 ; 2000.0
2025-06-19 ; Klær og sko ; 0.0 ; 2000.0
2025-06-19 ; Lek og mediebruk ; 0.0 ; 2060.0
2025-06-19 ; Personlig pleie ; 0.0 ; 1690.0
2025-06-21 ; Mat og drikke ; 0.0 ; 2000.0
2025-06-28 ; Mat og drikke ; 0.0 ; 2000.0
2025-07-05 ; Mat og drikke ; 0.0 ; 2000.0
2025-07-12 ; Lønn, Kjell ; 45000.0 ; 0.0
2025-07-12 ; Mat og drikke ; 0.0 ; 2000.0
2025-07-19 ; Klær og sko ; 0.0 ; 2000.0
2025-07-19 ; Lek og mediebruk ; 0.0 ; 2060.0
2025-07-19 ; Mat og drikke ; 0.0 ; 2000.0
2025-07-19 ; Personlig pleie ; 0.0 ; 1690.0
2025-07-20 ; Strøm, havna ; 0.0 ; 2500.0
2025-07-26 ; Mat og drikke ; 0.0 ; 2000.0
2025-08-02 ; Mat og drikke ; 0.0 ; 2000.0
2025-08-09 ; Mat og drikke ; 0.0 ; 2000.0
2025-08-12 ; Lønn, Kjell ; 45000.0 ; 0.0
2025-08-16 ; Mat og drikke ; 0.0 ; 2000.0
2025-08-19 ; Klær og sko ; 0.0 ; 2000.0
2025-08-19 ; Lek og mediebruk ; 0.0 ; 2060.0
2025-08-19 ; Personlig pleie ; 0.0 ; 1690.0
2025-08-23 ; Mat og drikke ; 0.0 ; 2000.0
2025-08-30 ; Mat og drikke ; 0.0 ; 2000.0
2025-09-06 ; Mat og drikke ; 0.0 ; 2000.0
2025-09-12 ; Lønn, Kjell ; 45000.0 ; 0.0
2025-09-13 ; Mat og drikke ; 0.0 ; 2000.0
2025-09-19 ; Klær og sko ; 0.0 ; 2000.0
2025-09-19 ; Lek og mediebruk ; 0.0 ; 2060.0
2025-09-19 ; Personlig pleie ; 0.0 ; 1690.0
2025-09-20 ; Mat og drikke ; 0.0 ; 2000.0
2025-09-27 ; Mat og drikke ; 0.0 ; 2000.0
2025-10-04 ; Mat og drikke ; 0.0 ; 2000.0
2025-10-11 ; Mat og drikke ; 0.0 ; 2000.0
2025-10-12 ; Lønn, Kjell ; 45000.0 ; 0.0
2025-10-20 ; Strøm, havna ; 0.0 ; 2500.0
2025-11-12 ; Lønn, Kjell ; 45000.0 ; 0.0
